year,month,value
1878,4,290.590268354985
1878,5,290.537107257586
1878,6,289.80397460478804
1878,7,288.17757677090697
1878,8,286.603881187519
1878,9,286.591458633415
1878,10,287.657926697338
1878,11,288.688624226761
1878,12,289.346539223793
1879,1,289.830938237515
1879,2,290.224756849335
1879,3,290.573885218287
1879,4,290.820114742045
1879,5,290.761567016866
1879,6,290.02233231896497
1879,7,288.39403511340697
1879,8,286.823249524233
1879,9,286.814015637593
1879,10,287.885097773554
1879,11,288.920241111515
1879,12,289.58175897807996
1880,1,290.065054154911
1880,2,290.461612959388
1880,3,290.81352080709
1880,4,291.062567653065
1880,5,291.006403690211
1880,6,290.269216739785
1880,7,288.643727224093
1880,8,287.076536720563
1880,9,287.070439559257
1880,10,288.144380508424
1880,11,289.18174667963103
1880,12,289.84478514596003
1881,1,290.329164629836
1881,2,290.726180019623
1881,3,291.078223195958
1881,4,291.327260008323
1881,5,291.270644309651
1881,6,290.53283928220503
1881,7,288.907843946316
1881,8,287.342464809669
1881,9,287.338421768798
1881,10,288.41499380048697
1881,11,289.45513406052004
1881,12,290.120821661786
1882,1,290.609097765456
1882,2,291.008050065482
1882,3,291.361513791669
1882,4,291.611515856004
1882,5,291.554581903532
1882,6,290.815423485736
1882,7,289.190177204952
1882,8,287.62576530907
1882,9,287.62161424437
1882,10,288.697392179043
1882,11,289.735381359625
1882,12,290.397477914185
1883,1,290.877706425447
1883,2,291.271501493981
1883,3,291.619676171042
1883,4,291.864397870549
1883,5,291.802569544603
1883,6,291.058993368441
1883,7,289.42939348844
1883,8,287.86081809421603
1883,9,287.853461119113
1883,10,288.927039605973
1883,11,289.96405983643996
1883,12,290.626373619932
1884,1,291.106047807921
1884,2,291.502269318014
1884,3,291.853832898506
1884,4,292.102617370594
1884,5,292.046026655664
1884,6,291.308408031052
1884,7,289.683353357369
1884,8,288.117573684478
1884,9,288.113064869636
1884,10,289.188975462075
1884,11,290.22839458454104
1884,12,290.89342641663
1885,1,291.376562266687
1885,2,291.77589695002604
1885,3,292.130598331915
1885,4,292.382443869343
1885,5,292.32929948157
1885,6,291.59529242096403
1885,7,289.972597686992
1885,8,288.40779032641603
1885,9,288.40425644085303
1885,10,289.48084188353903
1885,11,290.521102173339
1885,12,291.187308501113
1886,1,291.673474687508
1886,2,292.074241362393
1886,3,292.43029080986304
1886,4,292.683393728721
1886,5,292.63141918829496
1886,6,291.89848559579104
1886,7,290.276738055287
1886,8,288.712744246133
1886,9,288.709909746369
1886,10,289.787070181457
1886,11,290.827800366441
1886,12,291.49442215917
1887,1,291.977661510786
1887,2,292.37938908432596
1887,3,292.736921439701
1887,4,292.991857216474
1887,5,292.942961211298
1887,6,292.213954864627
1887,7,290.594317851433
1887,8,289.030380137882
1887,9,289.028202411523
1887,10,290.106066863387
1887,11,291.148430292452
1887,12,291.817846781474
1888,1,292.308528076281
1888,2,292.714190305893
1888,3,293.075636660964
1888,4,293.334398850369
1888,5,293.288971290173
1888,6,292.563051342724
1888,7,290.946526829216
1888,8,289.385673294448
1888,9,289.385945818259
1888,10,290.465632327077
1888,11,291.508955349124
1888,12,292.17847877018903
1889,1,292.673150386703
1889,2,293.076889186958
1889,3,293.435356998039
1889,4,293.690534651283
1889,5,293.63971817655204
1889,6,292.90740107283796
1889,7,291.287767345491
1889,8,289.72764296053504
1889,9,289.72857003377203
1889,10,290.80987394250997
1889,11,291.85452004337503
1889,12,292.524563858583
1890,1,293.0147245866
1890,2,293.41839259709
1890,3,293.777031041337
1890,4,294.032611320709
1890,5,293.98230509168
1890,6,293.250620633766
1890,7,291.632000928778
1890,8,290.07326958018103
1890,9,290.075654935125
1890,10,291.158513987458
1890,11,292.204687606564
1890,12,292.876175626813
1891,1,293.36914921377996
1891,2,293.773853221516
1891,3,294.133245534071
1891,4,294.389398263031
1891,5,294.339016725229
1891,6,293.606829347918
1891,7,291.988703930955
1891,8,290.43159965367
1891,9,290.435344201141
1891,10,291.519597772002
1891,11,292.56672235993597
1891,12,293.238527209887
1892,1,293.722100522894
1892,2,294.12731284707803
1892,3,294.487873537486
1892,4,294.745333822765
1892,5,294.698253904187
1892,6,293.970340918997
1892,7,292.35139417226895
1892,8,290.787705883895
1892,9,290.784873152327
1892,10,291.86118690228403
1892,11,292.900924982919
1892,12,293.566686625315
1893,1,294.04179863307496
1893,2,294.443913578808
1893,3,294.802708023569
1893,4,295.059163290129
1893,5,295.014586108296
1893,6,294.291415169988
1893,7,292.671135726117
1893,8,291.099266176315
1893,9,291.089614606192
1893,10,292.158717729655
1893,11,293.19366458119
1893,12,293.858003634949
1894,1,294.34090774798403
1894,2,294.745861706318
1894,3,295.108268274283
1894,4,295.368700220711
1894,5,295.329048984608
1894,6,294.61113549328604
1894,7,292.993717093668
1894,8,291.42184255965196
1894,9,291.411541275211
1894,10,292.478586704199
1894,11,293.510684073475
1894,12,294.171692741863
1895,1,294.650752657032
1895,2,295.051800959878
1895,3,295.410134547676
1895,4,295.66634734428
1895,5,295.62330063688
1895,6,294.90263668489104
1895,7,293.280918715992
1895,8,291.703158327726
1895,9,291.68791790265
1895,10,292.75065327953604
1895,11,293.780056047874
1895,12,294.440309147304
1896,1,294.923984447266
1896,2,295.32674710112
1896,3,295.687321755497
1896,4,295.94616381198
1896,5,295.90567967157904
1896,6,295.187439707066
1896,7,293.568607357919
1896,8,291.99407515137403
1896,9,291.98142931569197
1896,10,293.046100141519
1896,11,294.076319446002
1896,12,294.736117869673
1897,1,295.21807101948997
1897,2,295.618515125015
1897,3,295.976220536815
1897,4,296.231890017554
1897,5,296.18795542571803
1897,6,295.466281234635
1897,7,293.84479640814203
1897,8,292.26865447852504
1897,9,292.255101502942
1897,10,293.319894375308
1897,11,294.35128445791804
1897,12,295.013320605175
1898,1,295.495785795105
1898,2,295.900587777722
1898,3,296.263631256679
1898,4,296.52530593652597
1898,5,296.488374296571
1898,6,295.774252174158
1898,7,294.159052429187
1898,8,292.58757595857
1898,9,292.578460026521
1898,10,293.64691860989603
1898,11,294.68154855183997
1898,12,295.346491557574
1899,1,295.836768010065
1899,2,296.24316429242197
1899,3,296.606923617051
1899,4,296.868785656505
1899,5,296.830796596359
1899,6,296.11494682829897
1899,7,294.500188994674
1899,8,292.931739520593
1899,9,292.92576250161596
1899,10,293.998202646656
1899,11,295.0369161942
1899,12,295.705788082836
1900,1,296.20596389274397
1900,2,296.614809509124
1900,3,296.980286495298
1900,4,297.24335431595904
1900,5,297.204653373023
1900,6,296.486728876377
1900,7,294.872528792264
1900,8,293.30758282747
1900,9,293.303980899347
1900,10,294.378459745199
1900,11,295.417432919119
1900,12,296.084199654158
1901,1,296.574428464023
1901,2,296.97794204013803
1901,3,297.336868610416
1901,4,297.59254542876
1901,5,297.545069029364
1901,6,296.817623336671
1901,7,295.19587023482103
1901,8,293.625832460331
1901,9,293.617446593405
1901,10,294.688231161259
1901,11,295.724033621731
1901,12,296.38808461672
1902,1,296.874561447502
1902,2,297.27749741650797
1902,3,297.637506919953
1902,4,297.895805610999
1902,5,297.851919472589
1902,6,297.128839064123
1902,7,295.512695420288
1902,8,293.949271401492
1902,9,293.947418847618
1902,10,295.024508598818
1902,11,296.065810102202
1902,12,296.734134821505
1903,1,297.219284406526
1903,2,297.62376675157503
1903,3,297.983801213263
1903,4,298.24051500903
1903,5,298.19454985626
1903,6,297.468789774195
1903,7,295.847111913485
1903,8,294.275343345632
1903,9,294.26511849217303
1903,10,295.333553602058
1903,11,296.36705829233
1903,12,297.029069389997
1904,1,297.505130734188
1904,2,297.907607176824
1904,3,298.268246313307
1904,4,298.527648044484
1904,5,298.488067022395
1904,6,297.771167354011
1904,7,296.154640301906
1904,8,294.583441652837
1904,9,294.574667328419
1904,10,295.64387128232397
1904,11,296.679126362543
1904,12,297.344342084549
1905,1,297.83285022274
1905,2,298.23884228449697
1905,3,298.601874325325
1905,4,298.862656611801
1905,5,298.823236986796
1905,6,298.10567514057595
1905,7,296.489106556049
1905,8,294.918808985731
1905,9,294.910863059277
1905,10,295.981290612578
1905,11,297.017951261242
1905,12,297.68479268792004
1906,1,298.175910654428
1906,2,298.584592057509
1906,3,298.951200114502
1906,4,299.216572296607
1906,5,299.182085746444
1906,6,298.469866567734
1906,7,296.86042447148
1906,8,295.299011810275
1906,9,295.300016040961
1906,10,296.37961558172503
1906,11,297.424977166679
1906,12,298.09966913426
1907,1,298.596527399356
1907,2,299.011121830433
1907,3,299.382582144869
1907,4,299.651714873981
1907,5,299.619803875706
1907,6,298.909134474048
1907,7,297.30080396689
1907,8,295.740193855536
1907,9,295.741274482071
1907,10,296.820413017899
1907,11,297.864686726076
1907,12,298.537677166627
1908,1,299.03166591134897
1908,2,299.443708076185
1908,3,299.812379737409
1908,4,300.078556407574
1908,5,300.04362434712397
1908,6,299.3299464722
1908,7,297.71864992274504
1908,8,296.155197143196
1908,9,296.15370030657397
1908,10,297.230600885449
1908,11,298.273081447695
1908,12,298.944817414702
1909,1,299.436254204561
1909,2,299.848660949831
1909,3,300.218731030922
1909,4,300.487228121996
1909,5,300.455916294531
1909,6,299.746756170574
1909,7,298.139135416445
1909,8,296.5782080573
1909,9,296.57948306662
1909,10,297.658907429525
1909,11,298.704037762794
1909,12,299.378602959751
1910,1,299.87322770918996
1910,2,300.288177128149
1910,3,300.660282906237
1910,4,300.930142417077
1910,5,300.899979875596
1910,6,300.191698359244
1910,7,298.583668401453
1910,8,297.021053849301
1910,9,297.02059719975
1910,10,298.09812173345904
1910,11,299.141683642444
1910,12,299.815281342579
1911,1,300.303486493873
1911,2,300.71985818517396
1911,3,301.094997566033
1911,4,301.369101770364
1911,5,301.34623287351
1911,6,300.647253553968
1911,7,299.044486143778
1911,8,297.482405655163
1911,9,297.483451874658
1911,10,298.56206241697896
1911,11,299.60816050382704
1911,12,300.286411010046
1912,1,300.783523677779
1912,2,301.207613314049
1912,3,301.591288260219
1912,4,301.874400006651
1912,5,301.861983636972
1912,6,301.174190223199
1912,7,299.579710634087
1912,8,298.022513241233
1912,9,298.028254673217
1912,10,299.110459610765
1912,11,300.160034853774
1912,12,300.841928852193
1913,1,301.34732445543597
1913,2,301.77389663300096
1913,3,302.15872739782003
1913,4,302.441619941232
1913,5,302.427492321105
1913,6,301.73675777067996
1913,7,300.138910901148
1913,8,298.578144409747
1913,9,298.579648831461
1913,10,299.657248506827
1913,11,300.701798247748
1913,12,301.37832430947003
1914,1,301.879473299112
1914,2,302.300337790971
1914,3,302.679513361408
1914,4,302.957080067464
1914,5,302.937510664364
1914,6,302.24151212524
1914,7,300.64022899357104
1914,8,299.078052419145
1914,9,299.078641827941
1914,10,300.156208739191
1914,11,301.201114200151
1914,12,301.878215857809
1915,1,302.380603385789
1915,2,302.80268440246397
1915,3,303.183556313776
1915,4,303.463461595836
1915,5,303.446242388546
1915,6,302.75274539083597
1915,7,301.155724773158
1915,8,299.599606814936
1915,9,299.606209928877
1915,10,300.689985482039
1915,11,301.74057877786703
1915,12,302.422484428638
1916,1,302.92485223028
1916,2,303.35028060267996
1916,3,303.733892961715
1916,4,304.015663827154
1916,5,303.99991413947004
1916,6,303.307371606829
1916,7,301.70941466134497
1916,8,300.15044238223
1916,9,300.153852877771
1916,10,301.23389497489103
1916,11,302.280829895512
1916,12,302.959466077123
1917,1,303.46030392160196
1917,2,303.883285562219
1917,3,304.264867466056
1917,4,304.545122723095
1917,5,304.528432721368
1917,6,303.83524451669604
1917,7,302.236361693972
1917,8,300.675914360033
1917,9,300.677396126338
1917,10,301.754747076821
1917,11,302.798105333252
1917,12,303.47208771215196
1918,1,303.971809862091
1918,2,304.386522481508
1918,3,304.757398803982
1918,4,305.024586287315
1918,5,304.991437615475
1918,6,304.279508622959
1918,7,302.663755497708
1918,8,301.089235016964
1918,9,301.07652350002604
1918,10,302.140907140387
1918,11,303.171912294753
1918,12,303.834266666561
1919,1,304.32651304381
1919,2,304.732659575836
1919,3,305.097482392822
1919,4,305.362117683189
1919,5,305.32831018047
1919,6,304.617907577403
1919,7,303.01067845216096
1919,8,301.451582240868
1919,9,301.455247566794
1919,10,302.53750165649103
1919,11,303.585432071537
1919,12,304.262427575519
1920,1,304.76455990937
1920,2,305.17963200556403
1920,3,305.55007384328
1920,4,305.816619192496
1920,5,305.779658140873
1920,6,305.06205417547403
1920,7,303.447506321035
1920,8,301.881885991082
1920,9,301.877137041766
1920,10,302.950391135928
1920,11,303.98820833637296
1920,12,304.654126075573
1921,1,305.144289821239
1921,2,305.548472425842
1921,3,305.90926871087896
1921,4,306.16817596482
1921,5,306.125100400335
1921,6,305.403038054072
1921,7,303.787873103295
1921,8,302.225358834672
1921,9,302.22457642342096
1921,10,303.30283888599996
1921,11,304.345489712085
1921,12,305.015365736111
1922,1,305.510252519722
1922,2,305.915458241397
1922,3,306.275342681731
1922,4,306.53133229921
1922,5,306.481882707946
1922,6,305.750928962736
1922,7,304.12866943146
1922,8,302.561685547143
1922,9,302.55573272486697
1922,10,303.629405386363
1922,11,304.667212686736
1922,12,305.331938045917
1923,1,305.824227913527
1923,2,306.224990607446
1923,3,306.581621278418
1923,4,306.836404096245
1923,5,306.786395728604
1923,6,306.056075231208
1923,7,304.440508173009
1923,8,302.886319921372
1923,9,302.893562590576
1923,10,303.981501652829
1923,11,305.032390036275
1923,12,305.70783539267103
1924,1,306.20870959623403
1924,2,306.61438638157904
1924,3,306.972667017915
1924,4,307.225744879206
1924,5,307.168584680304
1924,6,306.426698943508
1924,7,304.800863474489
1924,8,303.238637506945
1924,9,303.235315069597
1924,10,304.311716588251
1924,11,305.34875080903
1924,12,306.007751273308
1925,1,306.491493797057
1925,2,306.87702395384497
1925,3,307.214244149873
1925,4,307.446200950832
1925,5,307.366360428042
1925,6,306.601446560296
1925,7,304.95836608560603
1925,8,303.38550890474204
1925,9,303.372683653974
1925,10,304.44223061220004
1925,11,305.473361368953
1925,12,306.126899708035
1926,1,306.610608140035
1926,2,306.992124142211
1926,3,307.326626699879
1926,4,307.558109110805
1926,5,307.477383206379
1926,6,306.712388243713
1926,7,305.07852348906397
1926,8,303.524564519836
1926,9,303.53105203267995
1926,10,304.621765353443
1926,11,305.67243815512796
1926,12,306.342231157377
1927,1,306.834701440008
1927,2,307.225743773344
1927,3,307.566522240003
1927,4,307.80086266631804
1927,5,307.717472687026
1927,6,306.94518921802603
1927,7,305.304987932289
1927,8,303.74673958879396
1927,9,303.74672435191
1927,10,304.830401123775
1927,11,305.872455292986
1927,12,306.53200614879904
1928,1,307.013533468711
1928,2,307.39329045705
1928,3,307.723524395097
1928,4,307.949007933887
1928,5,307.85752436427504
1928,6,307.078755010499
1928,7,305.43798682330504
1928,8,303.885176686848
1928,9,303.891680108194
1928,10,304.983588875499
1928,11,306.033669071552
1928,12,306.700062694402
1929,1,307.179589311367
1929,2,307.56420157974
1929,3,307.898461696996
1929,4,308.12658328472196
1929,5,308.036474054871
1929,6,307.25744280899397
1929,7,305.613371126951
1929,8,304.054369153123
1929,9,304.053772223699
1929,10,305.137626075654
1929,11,306.179581094237
1929,12,306.83832018620603
1930,1,307.313544917251
1930,2,307.691873938726
1930,3,308.02075832037497
1930,4,308.244793778199
1930,5,308.152051253642
1930,6,307.372081321694
1930,7,305.72918428826597
1930,8,304.17337437871896
1930,9,304.177306806435
1930,10,305.266995137178
1930,11,306.31576002046603
1930,12,306.98206445846296
1931,1,307.472965089357
1931,2,307.858849149552
1931,3,308.194712670572
1931,4,308.425537930497
1931,5,308.337212915779
1931,6,307.560238178429
1931,7,305.925347949681
1931,8,304.383147434384
1931,9,304.399920432763
1931,10,305.503031202488
1931,11,306.563604869404
1931,12,307.239217821
1932,1,307.738721958445
1932,2,308.129067372806
1932,3,308.467286975544
1932,4,308.698856524153
1932,5,308.607300309921
1932,6,307.82430441030397
1932,7,306.188113026942
1932,8,304.650390066329
1932,9,304.670737063709
1932,10,305.778421646917
1932,11,306.842529534933
1932,12,307.520052988301
1933,1,308.014679003047
1933,2,308.406192285154
1933,3,308.74655495533904
1933,4,308.981688213128
1933,5,308.89478249465
1933,6,308.117997676187
1933,7,306.49122190106203
1933,8,304.96588104392004
1933,9,304.999227439985
1933,10,306.120521047426
1933,11,307.19776462187997
1933,12,307.887264351696
1934,1,308.394851639442
1934,2,308.79451594290197
1934,3,309.14048360586
1934,4,309.37854289945
1934,5,309.290245385593
1934,6,308.50810912772704
1934,7,306.87640017645305
1934,8,305.347743927189
1934,9,305.37651245629297
1934,10,306.493610523062
1934,11,307.56660764878603
1934,12,308.252143790846
1935,1,308.755687870263
1935,2,309.154942792371
1935,3,309.50386166967496
1935,4,309.74922386726297
1935,5,309.672616656027
1935,6,308.907567988079
1935,7,307.30028058716704
1935,8,305.80272579114103
1935,9,305.866032305113
1935,10,307.020732242238
1935,11,308.132704154072
1935,12,308.857383621805
1936,1,309.399941259605
1936,2,309.836122867964
1936,3,310.21967097640703
1936,4,310.496667560402
1936,5,310.446969107239
1936,6,309.703717768049
1936,7,308.115606093593
1936,8,306.635047320975
1936,9,306.710813865839
1936,10,307.874186693291
1936,11,308.99036723961103
1936,12,309.71464029555403
1937,1,310.25860727765803
1937,2,310.685009408027
1937,3,311.054244172435
1937,4,311.313165082855
1937,5,311.239506517772
1937,6,310.467808103036
1937,7,308.8545587032
1937,8,307.353579496737
1937,9,307.4072158954
1937,10,308.549016674737
1937,11,309.642458177113
1937,12,310.342573881296
1938,1,310.86195366581103
1938,2,311.2640412842
1938,3,311.610453660451
1938,4,311.849228105578
1938,5,311.756629857834
1938,6,310.968898115746
1938,7,309.349205209116
1938,8,307.851510850555
1938,9,307.911097370298
1938,10,309.062421965279
1938,11,310.166208642078
1938,12,310.87608973
1939,1,311.40463258439996
1939,2,311.814234206901
1939,3,312.166706345176
1939,4,312.410017047096
1939,5,312.317853315261
1939,6,311.526934265344
1939,7,309.906676317294
1939,8,308.411995451836
1939,9,308.472350231679
1939,10,309.62391303574503
1939,11,310.725660953342
1939,12,311.430757258145
1940,1,311.95260888218996
1940,2,312.35346857762994
1940,3,312.696193332162
1940,4,312.929542068773
1940,5,312.825618318774
1940,6,312.022426447257
1940,7,310.395523819492
1940,8,308.900339318038
1940,9,308.960397680739
1940,10,310.11307189024797
1940,11,311.21526330918704
1940,12,311.919268778871
1941,1,312.43640572897704
1941,2,312.833658414479
1941,3,313.17193214476396
1941,4,313.400147413903
1941,5,313.289102751575
1941,6,312.47727445111
1941,7,310.843891667476
1941,8,309.34485163911097
1941,9,309.400185770318
1941,10,310.548180451076
1941,11,311.64462674629397
1941,12,312.34145814957805
1942,1,312.851960906126
1942,2,313.239577284555
1942,3,313.567337793427
1942,4,313.78464067181596
1942,5,313.66087745242
1942,6,312.835398746568
1942,7,311.19224853106704
1942,8,309.687718496729
1942,9,309.73711081703703
1942,10,310.879645903954
1942,11,311.969448112856
1942,12,312.657744158429
1943,1,313.158591069109
1943,2,313.533905446552
1943,3,313.84765448901
1943,4,314.04950913014403
1943,5,313.907193208453
1943,6,313.060738907532
1943,7,311.399096612587
1943,8,309.879339834667
1943,9,309.91234623349
1943,10,311.03874217944804
1943,11,312.11138046854
1943,12,312.781204528521
1944,1,313.270426016712
1944,2,313.624968803772
1944,3,313.91728513951597
1944,4,314.098232805406
1944,5,313.93253197874196
1944,6,313.062284298267
1944,7,311.387311248208
1944,8,309.86568860328
1944,9,309.89787013925303
1944,10,311.026649965394
1944,11,312.101266186496
1944,12,312.771181835396
1945,1,313.25106453348
1945,2,313.603630839353
1945,3,313.89394209730096
1945,4,314.07292933847197
1945,5,313.90403564371104
1945,6,313.02972032439703
