year,month,data_mean_global,data_mean_nh,value
1850,1,284.944656165892,285.629154382051,284.260157949734
1850,2,285.33379177202005,286.291158998961,284.376424545079
1850,3,285.68282529314996,286.941396257505,284.42425432879503
1850,4,285.93117886177896,287.48581223943296,284.37654548412496
1850,5,285.88592837839,287.40546056110503,284.366396195675
1850,6,285.166409774479,285.911601423396,284.421218125562
1850,7,283.535435169395,282.642747429015,284.428122909774
1850,8,281.936464955225,279.583064416028,284.289865494422
1850,9,281.901050552666,279.68194724474,284.120153860592
1850,10,282.941449012576,281.790640371157,284.09225765399503
1850,11,283.950587411799,283.670001731253,284.231173092345
1850,12,284.594220910059,284.91664300345,284.271798816669
1851,1,285.062186270545,285.747256714085,284.377115827004
1851,2,285.454612618704,286.412588323841,284.496636913568
1851,3,285.807019565383,287.066202448955,284.54783668181096
1851,4,286.058745574905,287.613939908817,284.503551240994
1851,5,286.016688690945,287.536621825256,284.49675555663504
1851,6,285.300121015748,286.045458677247,284.55478335425
1851,7,283.671992646514,282.779338788787,284.564646504241
1851,8,282.075738690955,279.72250586824,284.42897151367
1851,9,282.04268870732,279.823908706363,284.26146870827597
1851,10,283.085164171303,281.934861577288,284.235466765318
1851,11,284.096026614885,283.81614687015,284.37590635962005
1851,12,284.741013624775,285.064269742038,284.417757507512
1852,1,285.210038282149,285.89602079739603,284.524055766903
1852,2,285.603128119977,286.562053323481,284.644202916472
1852,3,285.955887820865,287.216021636633,284.695754005097
1852,4,286.207688563156,287.76377558111596,284.65160154519504
1852,5,286.16535777820303,287.686005728041,284.644709828364
1852,6,285.448222045858,286.19399250996497,284.702451581751
1852,7,283.819505446809,282.92714778845,284.711863105168
1852,8,282.222685845347,279.869871190652,284.575500500042
1852,9,282.18886406276,279.970648065855,284.407080059665
1852,10,283.230444390441,282.080881420404,284.380007360477
1852,11,284.240228597374,283.961282908126,284.519174286621
